131900174;0;1;43;0;1;4;0;0;1;138;1;5;2;1;2;3;1;6;285;1;2;1;0;0
131900175;0;1;106;1;2;74;0;25;1;0;0;39;11;28;2;0;1;1;39;0;0;0;0;0
131900176;2;0;62;0;1;162;0;2;0;1;1;5;5;11;0;1;1;0;10;0;0;0;0;0
131900177;6;1;102;1;0;50;2;8;0;34;4;19;12;24;0;4;0;0;9;0;1;0;0;0
131900178;1;1;139;1;0;63;5;9;2;8;6;25;17;45;0;0;0;0;34;1;0;1;0;0
131900179;1;1;157;1;1;148;3;16;2;2;5;18;14;39;2;2;0;0;41;0;0;0;0;0
131900180;4;0;96;1;0;84;1;25;1;44;3;20;4;15;4;0;1;11;124;0;0;0;0;0
131900181;5;0;120;0;0;50;3;15;3;0;0;19;5;19;0;4;3;3;17;0;0;0;0;0
131900182;4;0;96;0;0;63;0;13;1;1;1;12;6;11;6;2;4;1;11;0;0;0;0;0
131900183;0;2;200;2;2;187;3;7;0;7;4;22;9;30;2;0;10;0;37;0;0;1;0;0
254611008;2;0;87;0;1;61;0;54;1;1;1;27;3;30;0;1;2;0;34;0;0;0;2;0
254611009;2;1;128;0;0;85;0;57;3;0;7;40;7;49;1;1;5;3;47;0;0;0;1;0
254611010;1;0;133;0;0;95;1;74;4;2;0;37;11;51;2;2;2;1;44;0;0;1;0;0
254611011;3;0;133;0;0;73;1;35;3;0;1;26;13;40;0;0;2;1;21;1;0;0;4;0
254611012;0;0;89;0;0;66;2;45;6;1;2;31;12;46;0;0;1;0;25;0;1;0;0;0
254611013;4;0;108;0;1;122;0;66;3;0;4;30;15;77;3;1;3;2;32;0;1;0;0;0
254611014;1;0;73;0;0;67;0;46;5;1;4;27;12;40;1;1;0;1;30;0;0;0;1;0
254611015;1;2;104;0;0;81;0;65;1;0;1;38;20;37;1;2;0;1;48;0;0;0;0;0
254611016;3;1;83;0;1;89;0;39;6;0;0;20;11;59;0;2;1;0;34;0;0;0;1;0
254611017;3;0;160;2;3;90;0;44;1;0;4;23;6;43;5;0;4;1;35;0;0;1;0;0
254611018;4;0;234;2;3;85;1;55;1;0;1;31;16;70;2;0;3;3;33;0;0;0;0;0
254611019;2;2;195;0;0;71;2;31;2;1;1;11;5;33;0;2;2;0;29;0;1;0;0;0
254611020;3;1;146;0;1;78;1;61;3;0;6;29;8;36;2;1;4;5;36;0;0;0;0;0
254611021;1;0;187;0;0;90;0;40;1;0;0;16;9;43;0;0;1;8;29;0;0;0;0;0
254611022;1;0;111;0;0;69;1;51;0;0;6;29;10;42;2;1;1;3;39;0;0;0;0;0
