25;010300057;1;|01210057|01210057|01210057;;;600;631;0;235;599;1;;;235;;;;
32;010300057;1;;CHCA4E1A00011429;;;;;;;;;;;;235;233;2
25;010300058;1;|01210058|01210058|01210058;;;600;606;6;220;599;1;;;220;;;;
32;010300058;1;;CHCA4E1A00013502;;;;;;;;;;;;220;218;2
25;010300059;1;|01210059|01210059|01210059;;;600;621;9;214;599;1;;;214;;;;
32;010300059;1;;CGEA4E0A00007142;;;;;;;;;;;;214;211;3
25;010300060;1;|01210060|01210060|01210060;;;600;550;6;181;598;2;;;181;;;;
32;010300060;1;;CGEA4E0A00007867;;;;;;;;;;;;181;178;3
25;010300061;1;|01210061|01210061|01210061;;;500;499;8;197;499;1;;;197;;;;
32;010300061;1;;CHCA4E1A00008545;;;;;;;;;;;;197;196;1
25;010300062;1;|01210062|01210062|01210062;;;500;452;4;154;499;1;;;154;;;;
32;010300062;1;;CGEA4E0A00008151;;;;;;;;;;;;154;148;6
25;010300063;1;|01210063|01210063|01210063;;;500;473;5;169;499;1;;;169;;;;
32;010300063;1;;CGEA4E0A00007022;;;;;;;;;;;;169;166;3
25;010300064;1;|01210064|01210064|01210064;;;600;605;8;180;599;1;;;180;;;;
32;010300064;1;;CHCA4E1A00012273;;;;;;;;;;;;180;178;2
25;010300065;1;|01210065|01210065|01210065;;;500;465;5;129;499;1;;;129;;;;
32;010300065;1;;CGEA4E0A00007895;;;;;;;;;;;;129;127;2
25;010300066;1;|01210066|01210066|01210066;;;500;506;4;153;499;1;;;153;;;;
32;010300066;1;;CGEA4E0A00007206;;;;;;;;;;;;153;148;5
25;010300067;1;|01210067|01210067|01210067;;;600;573;6;183;599;1;;;183;;;;
32;010300067;1;;EPDA4E2A00019749;;;;;;;;;;;;183;180;3
25;010300068;1;|01210068|01210068|01210068;;;600;548;7;191;599;1;;;191;;;;
32;010300068;1;;CHCA4E1A00013310;;;;;;;;;;;;191;189;2
25;010300069;1;|01210069|01210069|01210069;;;600;600;7;200;599;1;;;200;;;;
32;010300069;1;;ELZA4E2A00018322;;;;;;;;;;;;200;198;2
25;010300070;1;|01210070|01210070|01210070;;;600;630;10;199;599;1;;;199;;;;
32;010300070;1;;CHCA4E1A00012438;;;;;;;;;;;;199;196;3
25;010300071;1;|01210071|01210071|01210071;;;600;602;6;193;599;1;;;193;;;;
32;010300071;1;;CHCA4E1A00009521;;;;;;;;;;;;193;191;2
25;010300072;1;|01210072|01210072|01210072;;;600;534;7;207;599;1;;;207;;;;
32;010300072;1;;CGEA4E0A00007446;;;;;;;;;;;;207;206;1
25;010300073;1;|01210073|01210073|01210073;;;600;568;6;180;599;1;;;180;;;;
32;010300073;1;;CHCA4E1A00012464;;;;;;;;;;;;180;179;1
25;010300074;1;|01210074|01210074|01210074;;;600;548;9;172;599;1;;;172;;;;
32;010300074;1;;CHCA4E1A00010720;;;;;;;;;;;;172;170;2
25;010300075;1;|01210075|01210075|01210075;;;600;561;5;221;599;1;;;221;;;;
32;010300075;1;;ELZA4E2A00015742;;;;;;;;;;;;221;218;3
25;010300076;1;|01210076|01210076|01210076;;;400;412;6;144;399;1;;;144;;;;
32;010300076;1;;CHCA4E1A00012679;;;;;;;;;;;;144;143;1
25;010300077;1;|01210077|01210077|01210077;;;600;621;0;205;599;1;;;205;;;;
32;010300077;1;;CHCA4E1A00011123;;;;;;;;;;;;205;204;1
25;010300078;1;|01210078|01210078|01210078;;;500;537;7;204;499;1;;;204;;;;
32;010300078;1;;CHCA4E1A00011425;;;;;;;;;;;;204;201;3
25;010300079;1;|01210079|01210079|01210079;;;600;544;7;171;599;1;;;171;;;;
32;010300079;1;;CHCA4E1A00009684;;;;;;;;;;;;171;170;1
25;010300080;1;|01210080|01210080|01210080;;;500;504;4;182;499;1;;;182;;;;
32;010300080;1;;CGEA4E0A00007476;;;;;;;;;;;;182;182;0
25;010300081;1;|01210081|01210081|01210081;;;500;448;3;157;499;1;;;157;;;;
32;010300081;1;;ELZA4E2A00015254;;;;;;;;;;;;157;154;3
25;010300082;1;|01210082|01210082|01210082;;;600;595;5;192;599;1;;;192;;;;
32;010300082;1;;CHCA4E1A00012818;;;;;;;;;;;;192;191;1
25;010300083;1;|01210083|01210083|01210083;;;600;597;9;163;599;1;;;163;;;;
32;010300083;1;;ELZA4E2A00018060;;;;;;;;;;;;163;158;5
25;010300084;1;|01210084|01210084|01210084;;;600;606;7;230;599;1;;;230;;;;
32;010300084;1;;CHCA4E1A00008969;;;;;;;;;;;;230;225;5
25;010300085;1;|01210085|01210085|01210085;;;500;507;4;191;499;1;;;191;;;;
